"HHID","PID","h4q2","h4q3","h4q4","h4q5","h4q6","h4q7","h4q8","h4q9","h4q10","h4q11","h4q12","h4q13","h4q14","h4q15a","h4q15b","h4q15c","h4q15d","h4q15e","h4q15f","h4q15g","h4q16","h4q17","h4q18","h2q1"
"1073001207","107300120701",1,,1,2,,10,9,,,,,,,,,,,,,,,,,
"1073001207","107300120703",2,"107300120701",1,3,,,,14,14,1,1,1,25,0,0,21000,0,,45000,66000,2,,2,
"1073001207","107300120707",2,"107300120701",4,2,,15,3,,,,,,,,,,,,,,,,,
"1073001209","107300120901",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"1073001209","107300120902",2,"107300120901",4,3,,,,13,13,1,1,0,5,0,9000,27000,0,,60000,96000,1,1,3,
"1073001209","107300120903",2,"107300120901",4,3,,,,13,13,1,1,,,0,9000,27000,0,,60000,96000,1,1,3,
"1073001209","107300120904",2,"107300120901",1,3,,,,1,10,1,1,0,5,0,12000,5000,0,,0,17000,1,1,3,
"1073001209","107300120905",2,"107300120901",1,2,,13,10,,,,,,,,,,,,,,,,,
"1073001210","107300121002",2,"107300121001",4,2,,14,3,,,,,,,,,,,,,,,,,
"1073001210","107300121001",1,,4,2,,31,3,,,,,,,,,,,,,,,,,
"1073001210","107300121004",2,"107300121001",3,2,,15,3,,,,,,,,,,,,,,,,,
"1073001210","107300121005",2,"107300121001",3,3,,,,12,13,1,1,2,20,0,0,15000,0,,30000,45000,1,1,2,
"1073001210","107300121006",2,"107300121001",4,3,,,,13,13,2,1,2,60,84000,14000,15000,0,,7000,120000,1,3,2,
"1073001210","107300121008",2,"107300121001",4,3,,,,1,11,2,1,2,60,84000,14000,15000,0,,7000,120000,1,3,2,
"1073001210","107300121012",2,"107300121001",3,3,,,,99,13,1,1,1,20,0,0,15000,0,,30000,45000,1,1,2,
"1073001210","107300121007",2,"107300121008",4,3,,,,10,12,2,1,2,60,84000,14000,15000,0,,7000,120000,1,3,2,
"1073001210","107300121009",2,"107300121001",3,3,,,,10,10,2,1,2,60,84000,14000,15000,0,,7000,120000,1,3,2,
"1073001210","107300121003",2,"107300121001",4,3,,,,31,32,1,1,0,10,0,40000,0,0,,60000,100000,1,1,2,
"1073001210","107300121011",2,"107300121001",4,3,,,,10,11,1,1,1,20,0,0,15000,0,,30000,45000,1,1,2,
"107300121003","10730012100302",1,,4,2,,31,10,,,,,,,,,,,,,,,,,
"107300121003","1073001210030",2,"10730012100302",4,2,,34,3,,,,,,,,,,,,,,,,,
"107300121004","1073001210040",1,,4,2,,15,96,,,,,,,,,,,,,,,,,
"1073001601","107300160101",1,,1,2,,13,10,,,,,,,,,,,,,,,,,
"1073001602","107300160201",2,"107300160202",4,2,,99,10,,,,,,,,,,,,,,,,,
"1073001602","107300160202",1,,4,2,,16,96,,,,,,,,,,,,,,,,,
"1073001603","107300160301",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"1073001604","107300160401",1,,4,2,,17,12,,,,,,,,,,,,,,,,,
"1073001604","107300160403",2,"107300160401",1,3,,,,11,12,1,1,4,60,6000,0,6000,0,,9000,21000,1,1,2,
"1073001605","107300160504",2,"107300160502",4,3,,,,32,33,1,3,,,80000,10000,50000,0,280000,40000,460000,1,1,,
"1073001605","107300160505",2,"107300160502",4,3,,,,16,30,1,3,6,45,76500,10500,50000,0,0,13000,150000,2,,,
"1073001605","107300160507",2,"107300160502",3,3,,,,1,10,2,1,2,30,36000,0,15000,0,,4000,55000,2,,2,
"1073001605","107300160501",1,,4,2,,13,3,,,,,,,,,,,,,,,,,
"1073001605","107300160502",1,,2,2,,13,9,,,,,,,,,,,,,,,,,
"1073001606","107300160602",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1073001606","107300160601",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"1073001608","107300160806",2,"107300160801",1,1,96,,,,,,,,,,,,,,,,,,,
"1073001608","107300160805",2,"107300160801",4,3,,,,13,14,1,1,0,60,0,12000,9900,0,,22500,44400,2,,2,
"1073001608","107300160801",1,,1,1,1,,,,,,,,,,,,,,,,,,,
"1073001609","107300160907",2,"107300160902",1,1,10,,,,,,,,,,,,,,,,,,,
"1073001609","107300160904",2,"107300160902",1,3,,,,10,11,2,1,2,60,60000,0,9000,0,,0,69000,2,,2,
"1073001609","107300160903",2,"107300160902",1,3,,,,10,11,2,1,2,60,60000,0,9000,0,,0,69000,2,,2,
"1073001609","107300160901",2,"107300160902",4,2,,32,3,,,,,,,,,,,,,,,,,
"1073001609","107300160902",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"1073001609","107300160906",2,"107300160902",1,1,10,,,,,,,,,,,,,,,,,,,
"1073001610","107300161001",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1073001610","107300161002",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"107300161002","10730016100206",2,"10730016100204",4,2,,17,11,,,,,,,,,,,,,,,,,
"107300161002","10730016100209",2,"10730016100204",4,3,,,,12,13,2,3,0.3,20,225000,0,10500,0,0,112000,347500,2,,2,
"107300161002","10730016100210",2,"10730016100204",4,3,,,,12,13,2,3,0.3,20,225000,0,10500,0,0,112000,347500,2,,2,
"107300161002","1073001610030",2,"10730016100204",4,2,,32,3,,,,,,,,,,,,,,,,,
"107300161002","10730016100208",2,"10730016100204",4,3,,,,13,14,2,3,0.3,20,225000,0,45500,0,0,112000,382500,2,,2,
"107300161002","10730016100212",,".",,,,,,,,,,,,,,,,,,,,,,
"107300161002","1073001610020",2,"10730016100201",4,2,,31,3,,,,,,,,,,,,,,,,,
"107300161002","10730016100201",1,,4,3,,,,36,1,1,3,,,105000,0,100000,0,0,1500000,1705000,1,1,1,
"107300161002","10730016100203",,".",,,,,,,,,,,,,,,,,,,,,,
"107300161002","10730016100204",1,,4,2,,41,3,,,,,,,,,,,,,,,,,
"107300161002","10730016100211",,".",,,,,,,,,,,,,,,,,,,,,,
"107300161002","10730016100207",2,"10730016100204",4,3,,,,31,32,2,1,1.6,40,300000,35000,0,0,0,110000,445000,2,,3,
"1073001611","107300161109",2,"107300161102",1,1,1,,,,,,,,,,,,,,,,,,,
"1073001611","107300161102",1,,1,2,,14,3,,,,,,,,,,,,,,,,,
"1073001611","107300161106",2,"107300161102",4,3,,,,32,13,1,1,2,30,0,0,0,0,,7500,7500,1,1,3,
"1073001611","107300161104",2,"107300161102",4,2,,31,3,,,,,,,,,,,,,,,,,
"1073001611","107300161101",2,"107300161102",4,2,,16,3,,,,,,,,,,,,,,,,,
"1073001611","107300161108",2,"107300161102",1,1,96,,,,,,,,,,,,,,,,,,,
"1073002002","107300200202",2,"107300200201",4,3,,,,13,14,1,1,2,45,0,0,13800,0,1000,12000,26800,1,1,3,
"1073002002","107300200201",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"1073002003","107300200307",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"1073002003","107300200303",2,"107300200301",4,3,,,,10,12,1,1,0,10,10500,0,6000,0,,4500,21000,1,1,3,
"1073002003","107300200302",2,"107300200301",4,2,,15,10,,,,,,,,,,,,,,,,,
"1073002003","107300200301",1,,1,2,,12,96,,,,,,,,,,,,,,,,,
"1073002003","107300200308",2,"107300200301",4,3,,,,12,13,1,1,,,10500,0,9000,0,,1500,21000,1,1,3,
"107300200304","10730020030409",2,"10730020030401",1,3,,,,1,10,1,1,0,20,6000,0,6000,0,,0,12000,1,1,3,
"107300200304","10730020030410",2,"10730020030401",1,3,,,,12,11,1,1,0,20,2000,0,3000,0,,0,5000,1,1,3,
"107300200304","10730020030403",2,"10730020030401",1,3,,,,11,11,1,1,,,6000,0,9000,0,,0,15000,1,1,3,
"107300200304","10730020030401",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"107300200304","10730020030411",2,"10730020030401",1,3,,,,10,11,1,1,0,20,2000,0,3000,0,,0,5000,1,1,3,
"107300200304","10730020030408",2,"10730020030401",4,3,,,,11,12,1,1,0,20,6000,0,10000,0,,0,16000,1,1,3,
"107300200304","10730020030407",2,"10730020030401",1,3,,,,1,10,2,1,0,0,0,0,0,0,,0,,2,,2,
"107300200304","10730020030405",2,"10730020030401",4,3,,,,11,12,1,1,0,20,6000,0,9000,0,,0,15000,1,1,3,
"1073002004","107300200402",1,,1,1,1,,,,,,,,,,,,,,,,,,,
"1073002004","107300200403",2,"107300200402",1,1,96,,,,,,,,,,,,,,,,,,,
"1073002004","107300200405",2,"107300200402",1,3,,,,10,11,2,1,0,15,0,0,0,0,,0,,2,,2,
"1073002004","107300200401",1,,4,2,,12,10,,,,,,,,,,,,,,,,,
"1073002005","107300200510",,,,,,,,,,,,,,,,,,,,,,,,10
"1073002005","107300200507",,,,,,,,,,,,,,,,,,,,,,,,7
"1073002005","107300200509",,,,,,,,,,,,,,,,,,,,,,,,9
"1073002005","107300200502",,,,,,,,,,,,,,,,,,,,,,,,2
"1073002005","107300200512",,,,,,,,,,,,,,,,,,,,,,,,12
"1073002005","107300200506",,,,,,,,,,,,,,,,,,,,,,,,6
"1073002005","107300200504",,,,,,,,,,,,,,,,,,,,,,,,4
"1073002005","107300200503",,,,,,,,,,,,,,,,,,,,,,,,3
"1073002005","107300200511",,,,,,,,,,,,,,,,,,,,,,,,11
"1073002005","107300200508",,,,,,,,,,,,,,,,,,,,,,,,8
"1073002005","107300200501",,,,,,,,,,,,,,,,,,,,,,,,1
"1073002005","107300200505",,,,,,,,,,,,,,,,,,,,,,,,5
"1073002006","107300200601",1,,4,2,,13,3,,,,,,,,,,,,,,,,,
"1073002007","107300200704",2,"107300200701",1,3,,,,12,13,2,1,3,60,75000,20000,15000,0,,10000,120000,2,,2,
"1073002007","107300200701",1,,4,2,,16,3,,,,,,,,,,,,,,,,,
"1073002007","107300200703",2,"107300200701",1,3,,,,12,13,2,1,3,60,75000,15000,15000,0,,10000,115000,2,,2,
"1073002007","107300200705",2,"107300200701",1,3,,,,10,11,2,1,3,60,60000,15000,9000,0,,10000,94000,2,,2,
"1073002007","107300200702",2,"107300200701",4,2,,17,3,,,,,,,,,,,,,,,,,
"1073002007","107300200707",2,"107300200701",4,3,,,,16,30,2,3,3,60,210000,30000,50000,0,0,0,290000,2,,,
"1073002008","107300200806",,,,,,,,,,,,,,,,,,,,,,,,6
"1073002008","107300200803",,,,,,,,,,,,,,,,,,,,,,,,3
"1073002008","107300200801",,,,,,,,,,,,,,,,,,,,,,,,1
"1073002008","107300200805",,,,,,,,,,,,,,,,,,,,,,,,5
"1073002008","107300200804",,,,,,,,,,,,,,,,,,,,,,,,4
"1073002008","107300200802",,,,,,,,,,,,,,,,,,,,,,,,2
"1073002008","107300200807",,,,,,,,,,,,,,,,,,,,,,,,7
"1073002009","107300200901",1,,4,2,,13,12,,,,,,,,,,,,,,,,,
"1073002009","107300200905",2,"107300200901",1,1,96,,,,,,,,,,,,,,,,,,,
"1073002009","107300200902",2,"107300200901",4,2,,12,3,,,,,,,,,,,,,,,,,
"1073002009","107300200904",2,"107300200901",4,3,,,,10,10,2,1,3,60,36000,8500,15000,0,,3200,62700,2,,3,
"1073002010","107300201001",1,,4,2,,34,1,,,,,,,,,,,,,,,,,
"1073002010","107300201005",2,"107300201001",4,3,,,,14,15,2,3,4,60,75000,15000,24000,0,0,5000,119000,2,,,
"1073002010","107300201004",2,"107300201001",4,3,,,,33,34,2,3,4,60,564000,16000,90000,0,0,30000,700000,2,,,
"1073002010","107300201006",2,"107300201001",4,3,,,,14,15,2,3,4,45,75000,15000,24000,0,0,5000,119000,2,,,
"1073002010","107300201007",2,"107300201001",4,2,,14,96,,,,,,,,,,,,,,,,,
"1073002010","107300201002",2,"107300201001",4,2,,41,1,,,,,,,,,,,,,,,,,
"1073002010","107300201003",2,"107300201001",1,2,,11,96,,,,,,,,,,,,,,,,,
"1073002011","107300201101",,,,,,,,,,,,,,,,,,,,,,,,1
"1073002011","107300201107",,,,,,,,,,,,,,,,,,,,,,,,7
"1073002011","107300201103",,,,,,,,,,,,,,,,,,,,,,,,3
"1073002011","107300201109",,,,,,,,,,,,,,,,,,,,,,,,9
"1073002011","107300201112",,,,,,,,,,,,,,,,,,,,,,,,12
"1073002011","107300201111",,,,,,,,,,,,,,,,,,,,,,,,11
"1073002011","107300201102",,,,,,,,,,,,,,,,,,,,,,,,2
"1073002011","107300201105",,,,,,,,,,,,,,,,,,,,,,,,5
"1073002011","107300201113",,,,,,,,,,,,,,,,,,,,,,,,13
"1073002011","107300201108",,,,,,,,,,,,,,,,,,,,,,,,8
"1073002011","107300201110",,,,,,,,,,,,,,,,,,,,,,,,10
"1073002011","107300201106",,,,,,,,,,,,,,,,,,,,,,,,6
"1073002011","107300201104",,,,,,,,,,,,,,,,,,,,,,,,4
"1073002301","107300230101",1,,4,3,,,,50,61,2,1,120,180,904000,0,70000,200000,,200000,1374000,2,,3,
"1073002302","107300230202",2,"107300230201",4,2,,34,3,,,,,,,,,,,,,,,,,
"1073002302","107300230201",1,,4,2,,33,10,,,,,,,,,,,,,,,,,
"1073002302","107300230204",2,"107300230201",4,3,,,,30,31,1,1,0,4,110000,20000,60000,0,,70000,260000,1,1,2,
"1073002303","107300230302",1,,1,2,,15,3,,,,,,,,,,,,,,,,,
"1073002303","107300230301",2,"107300230302",4,2,,17,3,,,,,,,,,,,,,,,,,
"1073002304","107300230402",1,,4,3,,,,14,15,1,1,2,15,0,0,0,0,,0,,1,3,2,
"1073002305","107300230509",2,"107300230501",4,3,,,,11,12,1,1,0,10,0,0,0,0,,0,,1,1,2,
"1073002305","107300230502",2,"107300230501",1,2,1,12,,,,,,,,,,,,,,,,,,
"1073002305","107300230504",2,"107300230501",1,2,1,15,,,,,,,,,,,,,,,,,,
"1073002305","107300230503",2,"107300230501",1,2,,13,11,,,,,,,,,,,,,,,,,
"1073002305","107300230508",1,,1,1,8,,,,,,,,,,,,,,,,,,,
"1073002305","107300230505",,"-777",,,,,,,,,,,,,,,,,,,,,,
"1073002305","107300230501",1,,1,2,1,13,,,,,,,,,,,,,,,,,,
"1073002306","107300230602",2,"107300230601",4,2,,33,3,,,,,,,,,,,,,,,,,
"1073002306","107300230601",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"1073002306","107300230603",2,"107300230601",1,1,96,,,,,,,,,,,,,,,,,,,
"1073002307","107300230701",2,"107300230702",4,1,7,,,,,,,,,,,,,,,,,,,
"1073002307","107300230703",2,"107300230702",1,3,,,,10,11,1,1,3,60,0,0,7500,0,,16500,24000,2,,3,
"1073002307","107300230702",1,,4,2,,14,13,,,,,,,,,,,,,,,,,
"1073002308","107300230806",2,"107300230802",1,3,,,,1,10,2,1,0,0,40000,6000,5000,0,,3000,54000,2,,3,
"1073002308","107300230802",1,,4,2,,17,3,,,,,,,,,,,,,,,,,
"1073002308","107300230807",2,"107300230802",1,1,96,,,,,,,,,,,,,,,,,,,
"1073002308","107300230805",2,"107300230802",1,3,,,,11,11,1,1,0,2,0,0,4000,0,,15000,19000,1,1,3,
"1073002308","107300230803",2,"107300230802",4,3,,,,12,13,1,1,0,0,0,0,10000,0,,15000,25000,1,1,3,
"1073002308","107300230804",2,"107300230802",4,3,,,,11,12,1,1,0,2,0,0,7000,0,,15000,22000,1,1,3,
"1073002309","107300230905",2,"107300230902",4,3,,,,1,1,2,3,,,906000,0,24900,60000,0,300000,1290900,2,,,
"1073002309","107300230902",1,,4,2,,51,12,,,,,,,,,,,,,,,,,
"1073002309","107300230904",2,"107300230902",4,3,,,,11,12,2,1,0,5,75000,20000,15000,0,,36000,146000,2,,3,
"1073002309","107300230901",2,"107300230902",4,2,,61,3,,,,,,,,,,,,,,,,,
"1073002309","107300230903",2,"107300230902",4,3,,,,15,16,2,3,,,906000,86000,192900,90000,0,600000,1874900,2,,,
"1081000201","108100020103",2,"108100020102",4,3,,,,13,13,2,3,0,6,0,0,0,0,0,0,,2,,,
"1081000201","108100020104",2,"108100020102",4,3,,,,12,13,2,3,0,7,0,0,0,0,0,0,,2,,,
"1081000201","108100020101",2,"108100020102",4,2,,99,9,,,,,,,,,,,,,,,,,
"1081000201","108100020105",2,"108100020102",4,3,,,,10,12,2,3,0,7,0,0,0,0,0,0,,2,,,
"1081000201","108100020102",1,,4,3,,,,31,12,2,3,0,5,0,0,0,0,0,0,,1,1,,
"1081000202","108100020205",2,"108100020204",4,2,,36,3,,,,,,,,,,,,,,,,,
"1081000202","108100020209",2,"108100020204",1,3,,,,11,12,2,1,0,15,105000,15000,30000,0,,75000,225000,2,,2,
"1081000202","108100020206",2,"108100020204",4,3,,,,31,32,2,1,3,40,410000,20000,120000,0,,115000,665000,2,,2,
"1081000202","108100020202",2,"108100020204",1,2,,15,9,,,,,,,,,,,,,,,,,
"1081000202","108100020208",2,"108100020204",4,3,,,,14,15,2,1,0,14,150000,15000,60000,0,,105000,330000,2,,2,
"1081000202","108100020204",1,,4,2,,35,3,,,,,,,,,,,,,,,,,
"108100020203","1081000202030",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"108100020203","10810002020303",2,"1081000202030",4,3,,,,14,15,1,3,0,15,0,0,0,0,0,110700,110700,2,,,
"108100020203","10810002020301",2,"1081000202030",4,2,,41,1,,,,,,,,,,,,,,,,,
"1081000203","108100020302",2,"108100020301",4,2,,16,96,,,,,,,,,,,,,,,,,
"1081000203","108100020310",2,"108100020301",4,2,,15,13,,,,,,,,,,,,,,,,,
"1081000203","108100020304",2,"108100020301",4,3,,,,15,16,2,2,,,0,0,0,0,0,0,,1,4,,
"1081000203","108100020306",2,"108100020301",4,3,,,,11,12,2,1,0,8,75000,0,40000,0,,0,115000,2,,3,
"1081000203","108100020303",2,"108100020301",4,3,,,,32,33,2,3,0,5,200000,0,50000,0,0,90000,340000,2,,,
"1081000203","108100020301",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"1081000206","108100020601",1,,1,2,8,12,,,,,,,,,,,,,,,,,,
"1081000208","108100020802",2,"108100020801",4,3,,,,13,14,1,1,1,20,30000,0,4000,0,,0,34000,1,1,2,
"1081000208","108100020803",2,"108100020801",1,1,8,,,,,,,,,,,,,,,,,,,
"1081000208","108100020801",1,,1,2,,13,3,,,,,,,,,,,,,,,,,
"108100020802","1081000208020",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"108100020802","10810002080201",2,"10810001080201",4,2,,51,3,,,,,,,,,,,,,,,,,
"1081000209","108100020904",2,"108100020903",4,2,,33,13,,,,,,,,,,,,,,,,,
"1081000209","108100020902",1,,4,2,,41,1,,,,,,,,,,,,,,,,,
"1081000209","108100020901",2,"108100020902",4,2,,61,3,,,,,,,,,,,,,,,,,
"1081000209","108100020903",2,"108100020902",4,2,,17,12,,,,,,,,,,,,,,,,,
"1081000211","108100021102",2,"108100021101",4,3,,,,32,33,2,3,,,385000,0,55000,0,0,25000,465000,2,,2,
"1081000211","108100021101",1,,4,2,,32,12,,,,,,,,,,,,,,,,,
"1081000211","108100021104",2,"108100021101",1,1,96,,,,,,,,,,,,,,,,,,,
"1081000211","108100021107",2,"108100021101",4,3,,,,31,32,2,1,2,15,105000,19000,0,0,,35000,159000,2,,2,
"1081000214","108100021401",1,,4,2,,61,3,,,,,,,,,,,,,,,,,
"1081000214","108100021414",2,"108100021402",4,3,,,,16,30,1,3,2,30,60000,30000,30000,0,0,0,120000,1,1,,
"1081000214","108100021417",2,"108100021401",4,3,,,,10,11,2,1,0,15,60000,0,30000,0,,0,90000,2,,3,
"1081000214","108100021403",2,"108100021401",1,2,7,17,,,,,,,,,,,,,,,,,,
"1081000214","108100021411",2,"108100021402",1,3,,,,1,10,2,1,2,30,60000,17000,15000,0,,15000,107000,2,,2,
"1081000214","108100021402",1,,4,2,,16,96,,,,,,,,,,,,,,,,,
"1081000214","108100021410",2,"108100021401",4,3,,,,10,11,2,3,2,30,105000,15000,30000,0,0,60000,210000,2,,,
"1081000214","108100021409",2,"108100021402",4,3,,,,10,11,2,1,4,60,60000,0,30000,0,,51000,141000,2,,2,
"1081000214","108100021405",2,"108100021402",4,2,,16,3,,,,,,,,,,,,,,,,,
"1081000301","108100030104",2,"108100030102",4,3,,,,30,31,1,2,,,0,0,30000,15000,0,0,45000,2,,,
"1081000301","108100030103",2,"108100030102",4,3,,,,12,13,1,1,2,30,105000,0,10500,0,,75000,190500,1,1,2,
"1081000301","108100030101",2,"108100030102",4,2,,34,96,,,,,,,,,,,,,,,,,
"1081000301","108100030102",1,,4,3,,,,31,32,2,3,0,10,360000,30000,42000,0,0,28000,460000,2,,,
"1081000301","108100030105",2,"108100030102",4,3,,,,15,16,2,3,1,15,210000,0,40000,0,0,0,250000,2,,,
"1081000302","108100030202",2,"108100030201",1,2,8,13,,,,,,,,,,,,,,,,,,
"1081000302","108100030203",2,"108100030201",4,3,,,,16,30,1,1,2,25,0,27000,150000,0,,90000,267000,2,,2,
"1081000302","108100030204",2,"108100030201",2,3,,,,11,12,2,1,0,10,75000,10000,60000,0,,45000,190000,2,,2,
"1081000302","108100030201",1,,1,2,1,12,,,,,,,,,,,,,,,,,,
"1081000303","108100030305",2,"108100030301",3,3,,,,1,10,2,1,,,80000,10000,9000,0,,0,99000,2,,3,
"1081000303","108100030307",2,"108100030301",4,3,,,,14,15,2,1,,,0,5200,0,0,,0,5200,2,,3,
"1081000303","108100030304",2,"108100030301",4,3,,,,13,14,1,1,,,135000,20000,24000,0,,31000,210000,1,1,2,
"1081000303","108100030302",2,"108100030301",4,2,,17,3,,,,,,,,,,,,,,,,,
"1081000303","108100030303",2,"108100030301",4,3,,,,15,15,1,1,,,130000,26000,25000,0,,51000,232000,1,1,2,
"1081000303","108100030301",1,,4,2,,15,3,,,,,,,,,,,,,,,,,
"1081000307","108100030710",1,,1,2,,12,96,,,,,,,,,,,,,,,,,
"1081000307","108100030703",2,"108100030702",4,3,,,,50,50,2,2,,,2010000,0,30000,40000,900000,500000,3480000,2,,,
"1081000307","108100030701",2,"108100030702",4,2,,17,3,,,,,,,,,,,,,,,,,
"1081000307","108100030709",2,"108100030702",4,3,,,,12,13,2,1,3,25,120000,0,10000,0,,0,130000,2,,2,
"1081000307","108100030704",2,"108100030702",4,3,,,,61,61,1,2,,,0,0,30000,40000,0,300000,370000,1,1,,
"1081000307","108100030705",2,"108100030702",4,3,,,,33,34,2,3,3,40,290000,25000,40000,0,0,25000,380000,2,,,
"1081000307","108100030706",2,"108100030702",4,3,,,,16,30,2,3,3,40,200000,10000,20000,0,0,30000,260000,2,,,
"1081000307","108100030707",2,"108100030704",4,3,,,,14,15,4,1,2,25,120000,0,20000,0,,70000,210000,2,,2,
"1081000307","108100030708",2,"108100030702",4,3,,,,11,12,1,1,2,25,90000,0,10000,0,,0,100000,2,,2,
"1081000307","108100030702",1,,4,2,,31,96,,,,,,,,,,,,,,,,,
"1081000308","108100030809",1,,4,3,,,,15,16,2,1,2,54,90000,10000,30000,0,,15000,145000,2,,2,
"1081000308","108100030803",2,"108100030809",4,3,,,,32,33,2,1,3,120,260000,150000,120000,0,,35000,565000,2,,2,
"1081000308","108100030804",2,"108100030809",4,3,,,,12,13,1,1,,,45000,35000,20000,0,,0,100000,2,,1,
"1081000308","108100030801",2,"108100030809",4,2,,15,3,,,,,,,,,,,,,,,,,
"1081000308","108100030805",2,"108100030809",4,3,,,,13,14,1,1,,,40000,15000,18000,0,,0,73000,2,,3,
"1081000308","108100030802",2,"108100030809",4,2,,16,12,,,,,,,,,,,,,,,,,
"1081000309","108100030905",2,"108100030901",4,2,,33,10,,,,,,,,,,,,,,,,,
"1081000309","108100030906",2,"108100030901",2,3,,,,1,10,2,1,0,12,60000,15000,9000,0,,9000,93000,2,,2,
"1081000309","108100030904",2,"108100030901",4,2,,33,10,,,,,,,,,,,,,,,,,
"1081000309","108100030907",2,"108100030901",4,3,,,,31,32,2,2,,,0,0,0,0,0,0,,1,6,,
"1081000309","108100030901",1,,4,2,,17,9,,,,,,,,,,,,,,,,,
"1081000309","108100030902",2,"108100030901",4,2,,31,3,,,,,,,,,,,,,,,,,
"1081000310","108100031010",2,"108100031001",1,1,96,,,,,,,,,,,,,,,,,,,
"1081000310","108100031002",2,"108100031001",4,2,,99,96,,,,,,,,,,,,,,,,,
"1081000310","108100031011",2,"108100031001",4,3,,,,15,16,2,1,2,30,105000,0,30000,0,,20000,155000,2,,2,
"1081000310","108100031016",2,"108100031001",4,2,,34,1,,,,,,,,,,,,,,,,,
"1081000310","108100031017",2,"108100031001",1,3,,,,1,10,2,1,1,20,90000,0,10000,0,,0,100000,2,,3,
"1081000310","108100031001",1,,1,2,,33,11,,,,,,,,,,,,,,,,,
"1081000310","108100031012",2,"108100031001",4,3,,,,14,15,1,3,1,20,60000,15000,30000,0,0,0,105000,1,1,,
"1081000310","108100031009",2,"108100031001",4,3,,,,1,10,2,1,0,20,90000,0,10000,0,,7000,107000,2,,3,
"1081000310","108100031008",2,"108100031001",4,3,,,,12,13,1,3,2,35,60000,15000,30000,0,0,0,105000,1,1,,
"1081000310","108100031018",2,"108100031001",4,2,,99,96,,,,,,,,,,,,,,,,,
"1081000310","108100031013",2,"108100031001",4,3,,,,12,13,1,3,1,20,60000,15000,20000,0,0,0,95000,1,1,,
"1083000601","108300060108",2,"108300060102",4,2,,99,96,,,,,,,,,,,,,,,,,
"1083000601","108300060101",2,"108300060102",4,2,,99,96,,,,,,,,,,,,,,,,,
"1083000601","108300060104",2,"108300060102",4,3,,,,33,34,2,3,0,0,1690000,45000,120000,90000,0,650000,2595000,2,,,
"1083000601","108300060103",2,"108300060102",4,3,,,,61,61,1,3,0,0,1260000,0,45000,40000,640000,600000,2585000,2,,,
"1083000601","108300060107",2,"108300060102",4,3,,,,13,14,2,3,0,0,750000,0,140000,60000,0,450000,1400000,2,,,
"1083000601","108300060102",1,,4,2,,32,3,,,,,,,,,,,,,,,,,
"1083000601","108300060106",2,"108300060102",4,3,,,,31,32,2,3,0,0,1630000,0,180000,90000,0,600000,2500000,2,,,
"1083000601","108300060105",2,"108300060102",4,3,,,,16,30,2,3,0,0,1300000,35000,220000,90000,0,450000,2095000,2,,,
"1083000603","108300060305",2,"108300060302",4,3,,,,14,15,4,1,0,2,45000,0,40000,0,,0,85000,1,3,3,
"1083000603","108300060304",2,"108300060302",4,3,,,,16,30,1,1,,,165000,65000,60000,0,,0,290000,2,,3,
"1083000603","108300060302",1,,4,2,,17,9,,,,,,,,,,,,,,,,,
"1083000603","108300060306",2,"108300060302",4,3,,,,12,13,4,1,0,2,45000,0,40000,0,,0,85000,1,3,3,
"1083000603","108300060303",2,"108300060302",4,3,,,,15,16,4,1,0,5,45000,0,45000,0,,0,90000,1,3,1,
"1083000603","108300060307",2,"108300060302",2,1,96,,,,,,,,,,,,,,,,,,,
"1083000604","108300060401",1,,4,2,,13,3,,,,,,,,,,,,,,,,,
"1083000604","108300060408",2,"108300060401",4,3,,,,13,14,1,1,2,40,15000,0,3000,0,,10000,28000,2,,3,
"1083000604","108300060402",2,"108300060401",4,2,,99,96,,,,,,,,,,,,,,,,,
"1083000604","108300060405",2,"108300060401",4,3,,,,13,14,4,1,1,20,10500,0,15000,0,,20000,45500,1,3,1,
"1083000605","108300060502",2,"108300060501",4,2,,16,3,,,,,,,,,,,,,,,,,
"1083000605","108300060501",1,,4,2,,34,3,,,,,,,,,,,,,,,,,
"108300060802","1083000608020",1,,4,2,,33,3,,,,,,,,,,,,,,,,,
"108300060802","10830006080203",2,"1083000608020",4,2,,33,3,,,,,,,,,,,,,,,,,
"108300060803","10830006080305",2,"2",4,3,,,,12,13,4,1,1,15,105000,0,27000,0,0,0,132000,,,,
"108300060803","1083000608030",1,,4,3,,,,15,16,4,1,1,15,9000,0,36000,0,0,0,126000,2,,2,
