"year","HHID","h15bq2","h15bq3b","h15bq3c","h15bq4","h15bq5","h15bq6","h15bq7","h15bq8","h15bq9","h15bq10","h15bq11","h15bq12","h15bq13"
2009,"1083003307",144,1,1,0.25,700,,,,,,,2800,
2009,"1083003307",137,1,85,1,500,,,,,,,500,
2009,"1083003307",100,3,70,6,7200,,,,,,,1200,
2009,"1083003307",147,7,1,1,2200,,,,,,,2200,
2009,"1083003307",127,7,4,7,700,,,,,,,100,
2009,"1083003308",107,1,64,,,,,,,1,2000,2000,
2009,"1083003308",139,5,64,,,,,5,500,,,,100
2009,"1083003308",101,1,67,,,,,,,1,8000,8000,
2009,"1083003308",150,7,52,1,400,,,,,,,400,
2009,"1083003308",108,3,1,15,12000,,,,,,,800,
2009,"1083003308",141,1,1,,,,,1,1200,,,,1200
2009,"1083003308",135,7,66,1,200,,,,,,,200,
2009,"1083003308",105,2,64,,,,,,,8,8000,1000,
2009,"1083003308",115,3,1,,,,,,,6,6000,1000,
2009,"1083003308",136,7,85,14,700,,,,,,,50,
2009,"1083003308",149,7,1,3,3000,,,,,,,1000,
2009,"1083003309",114,3,41,3,7500,,,,,,,2500,
2009,"1083003309",141,1,1,2,3000,,,,,,,1500,
2009,"1083003309",125,7,33,,,,,14,4200,,,,300
2009,"1083003309",150,7,52,1,300,,,,,,,300,
2009,"1083003309",144,1,1,0.5,1500,,,,,,,3000,
2009,"1083003309",102,6,68,,,,,6,30000,,,,5000
2009,"1083003309",149,7,53,2,200,,,,,,,100,
2009,"1083003309",135,7,66,1,500,,,,,,,500,
2009,"1083003309",136,7,85,14,1400,,,,,,,100,
2009,"1083003309",107,1,64,,,,,1,2000,,,,2000
2009,"1083003309",127,7,4,7,700,,,,,,,100,
2009,"1083003309",117,2,1,2,10000,,,,,,,5000,
2009,"1083003309",147,7,1,3.5,8750,,,,,,,2500,
2009,"1083003310",149,7,32,0.200000002980232,125,,,,,,,,
2009,"1083003310",124,7,85,2,400,,,,,,,200,
2009,"1083003310",125,3,3,3,1800,,,,,,,600,
2009,"1083003310",122,1,85,2,1400,,,,,,,700,
2009,"1083003310",105,2,22,1,3000,,,,,,,3000,
2009,"1083003310",114,3,41,1,2500,,,,,,,2500,
2009,"1083003310",144,1,1,0.25,700,,,,,,,2800,
2009,"1083003310",150,7,1,0.25,150,,,,,,,600,
2009,"1083003310",127,7,4,14,1400,,,,,,,100,
2009,"1083003310",136,7,64,7,700,,,,,,,100,
2009,"1083003310",102,3,68,,,,,3,3600,,,,1200
2009,"1083003310",108,1,1,,,,,1,1000,,,,1000
2009,"1083003310",141,2,1,0.5,1100,,,,,,,2200,
2009,"1083003310",131,2,70,,,,,,,3,3000,1000,
2009,"1083003310",137,2,85,,,,,6,1800,,,,300
2009,"1083003310",147,7,1,1.5,3000,,,,,,,2000,
2009,"1083003310",110,1,1,1.5,3000,,,,,,,2000,
2009,"1083003310",128,1,36,1,300,,,,,,,300,
2009,"1083003310",135,7,64,2,200,,,,,,,100,
2009,"1083003312",113,3,1,,,,,6,6000,,,,1000
2009,"1083003312",107,2,64,,,,,2,2000,,,,1000
2009,"1083003312",150,7,1,0.25,225,,,,,,,900,
2009,"1083003312",153,7,3,3.5,1400,,,,,,,400,
2009,"1083003312",127,3,4,6,300,,,,,,,50,
2009,"1083003312",103,1,69,,,,,1,1500,,,,1500
2009,"1083003312",138,1,64,,,,,1,100,,,,100
2009,"1083003312",149,7,53,2,200,,,,,,,100,
2009,"1083003312",134,1,85,,,,,2,200,,,,100
2009,"1083003312",105,1,64,,,,,2,2000,,,,1000
2009,"1083003312",136,3,64,2,200,,,,,,,100,
2009,"1083003312",143,2,1,0.25,700,,,,,,,2800,
2009,"1083003312",123,1,64,1,1000,,,,,,,1000,
2009,"1083003312",135,7,64,1,500,,,,,,,500,
2009,"1083003312",112,1,85,,,,,1,100,,,,100
2009,"1093000401",150,7,54,1,500,,,,,,,500,
2009,"1093000401",107,1,64,1,2000,,,,,,,2000,
2009,"1093000401",135,7,66,7,700,,,,,,,100,
2009,"1093000401",149,7,54,2,200,,,,,,,100,
2009,"1093000401",113,7,1,14,19600,,,,,,,1400,
2009,"1093000401",128,7,35,,,,,14,2800,,,,200
2009,"1093000401",117,1,1,2,6000,,,,,,,3000,
2009,"1093000401",105,3,12,1,16000,,,,,,,16000,
2009,"1093000401",141,5,1,5,13000,,,,,,,2600,
2009,"1093000401",144,3,1,1,3000,,,,,,,3000,
2009,"1093000401",136,7,64,7,1400,,,,,,,200,
2009,"1093000402",150,7,54,1,500,,,,,,,500,
2009,"1093000402",135,4,64,1,500,,,,,,,200,
2009,"1093000402",155,7,85,21,1050,,,,,,,50,
2009,"1093000402",149,7,54,2,200,,,,,,,100,
2009,"1093000402",128,7,32,,,,,0.25,2000,,,,8000
2009,"1093000402",113,7,1,7,4200,,,,,,,600,
2009,"1093000402",117,2,1,4,10000,,,,,,,2500,
2009,"1093000402",138,2,66,,,,,1,500,,,,500
2009,"1093000402",140,5,1,2.5,4000,,,,,,,1600,
2009,"1093000402",125,7,3,,,,,35,7000,,,,200
2009,"1093000403",107,6,12,2,30000,,,,,,,15000,
2009,"1093000403",141,7,32,7,5600,,,,,,,800,
2009,"1093000403",149,7,1,0.129999995231628,260,,,,,,,2000,
2009,"1093000403",125,7,3,,,,,21,10500,,,,500
2009,"1093000403",113,2,1,3,3600,,,,,,,1200,
2009,"1093000403",128,7,36,,,,,7,700,,,,100
2009,"1093000403",115,7,1,7,8400,,,,,,,1200,
2009,"1093000403",150,7,1,0.25,250,,,,,,,1000,
2009,"1093000404",127,7,4,7,700,,,,,,,100,
2009,"1093000404",149,7,54,3,300,,,,,,,100,
2009,"1093000404",150,7,1,1,1000,,,,,,,1000,
2009,"1093000404",141,7,1,7,14000,,,,,,,2000,
2009,"1093000404",136,3,64,3,1200,,,,,,,400,
2009,"1093000404",135,7,64,1,500,,,,,,,500,
2009,"1093000404",156,7,83,15,1500,,,,,,,100,
2009,"1093000404",106,7,64,21,10500,,,,,,,500,
2009,"1093000405",112,5,85,,,,,,,50,5000,100,
2009,"1093000405",156,7,83,14,2800,,,,,,,200,
2009,"1093000405",144,2,1,,,,,,,0.5,1600,3200,
2009,"1093000405",105,1,64,,,,,,,1,1000,1000,
2009,"1093000405",153,1,82,,,,,,,5,1000,200,
2009,"1093000405",132,5,85,,,,,,,20,1000,50,
2009,"1093000405",128,2,35,,,,,2,100,,,50,
2009,"1093000405",136,1,64,1,500,,,,,,,500,
2009,"1093000405",107,1,64,,,,,,,2,2000,1000,
2009,"1093000405",150,7,54,0.25,125,,,,,,,500,
2009,"1093000405",125,7,3,,,,,,,14,5600,400,
2009,"1093000405",113,4,1,8,4000,,,,,,,500,
2009,"1093000406",150,7,1,0.5,500,,,,,,,1000,
2009,"1093000406",117,2,1,1,2000,,,,,,,2000,
2009,"1093000406",118,2,1,0.5,1500,,,,,,,3000,
2009,"1093000406",136,3,64,1,400,,,,,,,400,
2009,"1093000406",105,7,22,,,,,7,70000,,,,10000
2009,"1093000406",124,2,85,8,1600,,,,,,,200,
2009,"1093000406",127,7,4,9,900,,,,,,,100,
2009,"1093000406",135,2,64,1,200,,,,,,,200,
2009,"1093000406",161,,,,500,,,,,,,,
2009,"1093000406",141,3,1,1.5,3000,,,,,,,2000,
2009,"1093000407",153,4,32,,,,,4,1600,,,,400
2009,"1093000407",141,4,1,2,3600,,,,,,,1800,
2009,"1093000407",107,7,38,,,,,7,7000,,,,1000
2009,"1093000407",117,1,1,1,2000,,,,,,,2000,
2009,"1093000407",136,7,32,,,,,7,700,,,,100
2009,"1093000407",134,3,85,,,,,6,600,,,,100
2009,"1093000407",125,7,3,7,2800,,,,,,,400,
2009,"1093000408",108,3,14,,,,,3,30000,,,,10000
2009,"1093000408",127,7,4,7,900,,,,,,,100,
2009,"1093000408",144,7,1,2,6400,,,,,,,3200,
2009,"1093000408",135,7,66,1,500,,,,,,,500,
2009,"1093000408",151,1,26,2,1400,,,,,,,700,
2009,"1093000408",105,3,22,,,,,3,24000,,,,8000
2009,"1093000408",155,7,85,35,3500,,,,,,,100,
2009,"1093000408",153,3,33,6,3000,,,,,,,500,
2009,"1093000408",121,1,85,,,,,1,6000,,,,6000
2009,"1093000408",150,7,54,1,500,,,,,,,500,
2009,"1093000408",149,7,54,2,200,,,,,,,100,
2009,"1093000408",141,2,1,2,4000,,,,,,,2000,
2009,"1093000408",138,2,66,,,,,2,400,,,,200
2009,"1093000408",118,2,1,2,6000,,,,,,,3000,
2009,"1093000408",125,7,3,7,2800,,,,,,,400,
2009,"1093000408",113,2,1,2,2000,,,,,,,1000,
2009,"1093000408",117,3,1,3,10500,,,,,,,3500,
2009,"1093000408",147,7,1,2,5200,,,,,,,2600,
2009,"1093000408",136,7,64,2,1000,,,,,,,500,
2009,"1093000409",141,1,1,1,1800,,,,,,,1800,
2009,"1093000409",135,5,64,1,500,,,,,,,500,
2009,"1093000409",125,7,32,7,1400,,,,,,,200,
2009,"1093000409",138,5,66,,,,,5,500,,,,100
2009,"1093000409",107,7,38,,,,,14,70000,,,,5000
2009,"1093000409",134,3,85,,,,,3,9000,,,,3000
2009,"1093000409",127,5,4,10,2000,,,,,,,100,
2009,"1093000409",153,1,3,1.5,1500,,,,,,,1000,
2009,"1093000410",149,7,54,2,200,,,,,,,100,
2009,"1093000410",125,7,3,,,,,35,7000,,,,200
2009,"1093000410",135,4,66,1,500,,,,,,,500,
2009,"1093000410",150,7,54,0.5,250,,,,,,,500,
2009,"1093000410",105,5,64,,,,,5,5000,,,,1000
2009,"1093000410",128,2,35,2,600,,,,,,,300,
2009,"1093000410",144,4,1,,,,,4,12000,,,,3000
2009,"1093000410",140,4,1,,,,,4,5600,,,,1400
2009,"1093000410",107,2,20,,,,,2,4000,,,,2000
2009,"1101000101",151,2,26,2,1200,,,,,,,600,
2009,"1101000101",147,7,1,1,2200,,,,,,,2200,
2009,"1101000101",157,7,,,10500,,,,,,,,
2009,"1101000101",152,1,24,2,4000,,,,,,,2000,
2009,"1101000101",127,1,4,1,100,,,,,,,100,
2009,"1101000101",129,7,53,1,1000,,,,,,,1000,
2009,"1101000101",115,7,1,0.5,1200,,,,,,,2400,
2009,"1101000101",114,7,42,2,2400,,,,,,,1200,
2009,"1101000101",124,1,85,3,600,,,,,,,200,
2009,"1101000102",150,7,51,1,400,,,,,,,400,
2009,"1101000102",157,6,,,,,,,12000,,,,
2009,"1101000102",135,7,66,1,1000,,,,,,,1000,
2009,"1101000102",125,7,3,7,4200,,,,,,,600,
2009,"1101000102",110,2,1,1,2200,,,,,,,2200,
2009,"1101000102",141,2,1,1,2000,,,,,,,2000,
2009,"1101000102",102,4,68,1,8000,,,,,,,8000,
2009,"1101000102",149,7,54,1,100,,,,,,,100,
2009,"1101000102",117,2,1,1,5000,,,,,,,5000,
2009,"1101000102",147,7,1,1,2200,,,,,,,2200,
2009,"1101000102",113,2,1,1,1500,,,,,,,1500,
2009,"1101000102",136,7,64,1,1000,,,,,,,1000,
2009,"1101000103",127,3,4,12,600,,,,,,,50,
2009,"1101000103",125,2,3,0.5,400,,,,,,,800,
2009,"1101000103",141,3,32,,,,,,,4,4000,1000,
2009,"1101000103",105,4,64,4,2000,,,6,6000,,,500,1000
2009,"1101000103",113,3,1,3,3900,,,,,,,1300,
2009,"1101000103",144,1,1,0.25,800,,,,,,,3200,
2009,"1101000103",100,1,70,1,2000,,,,,,,2000,
2009,"1101000103",147,7,1,1.5,3600,,,,,,,2400,
2009,"1101000103",150,7,1,1,1000,,,,,,,1000,
2009,"1101000103",140,2,32,,,,,,,4,3200,600,
2009,"1101000103",137,2,85,2,200,,,,,,,100,
2009,"1101000103",135,7,66,1,500,,,,,,,500,
2009,"1101000103",107,1,64,2,2000,,,,,,,1000,
2009,"1101000103",136,4,85,8,800,,,,,,,100,
2009,"1101000107",150,7,54,1,300,,,,,,,300,
2009,"1101000107",127,7,4,28,1400,,,,,,,50,
2009,"1101000107",125,7,3,7,4200,,,,,,,600,
2009,"1101000107",138,3,66,3,600,,,,,,,200,
2009,"1101000107",149,7,54,1,100,,,,,,,100,
2009,"1101000107",117,3,1,1.5,6750,,,,,,,4500,
2009,"1101000107",118,1,1,0.5,2000,,,,,,,4000,
2009,"1101000107",137,1,85,1,500,,,,,,,500,
2009,"1101000107",141,1,1,0.5,1000,,,,,,,2000,
2009,"1101000107",122,2,55,2,2000,,,,,,,1000,
2009,"1101000107",110,7,1,1.5,3000,,,,,,,2000,
2009,"1101000107",113,3,1,1.5,1800,,,,,,,1200,
2009,"1101000107",102,7,68,1,5000,,,,,,,5000,
2009,"1101000107",147,7,1,1,2400,,,,,,,2400,
2009,"1101000107",114,7,41,1,2400,,,,,,,2400,
2009,"1101000107",135,7,66,1,300,,,,,,,300,
2009,"1101000107",123,1,55,1,1000,,,,,,,1000,
2009,"1101000109",127,1,33,1,400,,,,,,,400,
2009,"1101000109",105,1,64,1,1000,,,,,,,1000,
2009,"1101000109",135,3,64,2,600,,,,,,,300,
2009,"1101000109",113,3,1,1,1300,,,,,,,1300,
2009,"1101000109",141,4,1,1,800,,,,,,,800,
2009,"1101000109",136,2,64,1,500,,,,,,,500,
2009,"1101000109",147,2,1,0.5,1250,,,,,,,2500,
2009,"1101000109",144,1,1,0.5,1000,,,,,,,2000,
2009,"1101000109",107,2,64,2,2000,,,,,,,1000,
2009,"1101000109",150,6,51,1,250,,,,,,,250,
2009,"1101000109",149,7,52,1,500,,,,,,,500,
2009,"1101000110",157,7,,,21000,,,,,,,,
2009,"1101000110",158,7,26,7,4900,,,,,,,,
2009,"1101000114",150,7,52,0.5,100,,,,,,,200,
2009,"1101000114",140,3,32,3,2100,,,,,,,700,
2009,"1101000114",145,1,32,1,1000,,,,,,,1000,
2009,"1101000114",147,7,1,0.5,1100,,,,,,,2200,
2009,"1101000114",102,7,68,1,5000,,,,,,,5000,
2009,"1101000114",110,1,1,0.25,550,,,,,,,2200,
2009,"1101000114",105,1,64,1,1000,,,,,,,1000,
2009,"1101000114",154,2,24,2,1000,,,,,,,500,
2009,"1101000114",125,3,32,3,1200,,,,,,,400,
2009,"1101000114",135,7,66,0.75,225,,,,,,,300,
2009,"1101000114",128,7,1,0.25,2000,,,,,,,8000,
2009,"1101000114",117,1,1,0.5,2500,,,,,,,5000,
2009,"1101000114",130,4,64,3,900,,,,,,,300,
2009,"1101000114",136,7,64,2,400,,,,,,,200,
2009,"1101000114",144,2,1,0.5,1200,,,,,,,2400,
2009,"1101000114",134,2,32,1.60000002384186,200,,,,,,,100,
2009,"1101000114",131,2,70,1,200,,,,,,,200,
2009,"1101000114",113,3,1,0.5,700,,,,,,,1400,
2009,"1101000114",133,3,64,1,1000,,,,,,,1000,
2009,"1103000501",128,7,1,,,,,0.25,1000,,,,4000
2009,"1103000501",125,7,33,,,,,14,4200,,,,300
2009,"1103000501",138,1,66,,,,,1,100,,,,100
2009,"1103000501",141,4,1,2,3600,,,,,,,1800,
2009,"1103000501",135,7,66,1,500,,,,,,,500,
2009,"1103000501",159,1,24,,,1,2000,,,,,2000,
2009,"1103000501",144,4,1,0.5,1500,,,,,,,3000,
2009,"1103000501",136,1,85,1,300,,,,,,,300,200
2009,"1103000501",107,7,64,7,7000,,,,,,,1000,
2009,"1103000501",150,7,51,1,500,,,,,,,500,
2009,"1103000501",113,7,1,3,4500,,,,,,,1500,
2009,"1103000502",107,7,64,,,,,10,10000,,,,1000
2009,"1103000502",137,2,85,,,,,1,500,,,,500
2009,"1103000502",136,7,64,7,700,,,,,,,100,
2009,"1103000502",135,7,64,0.5,250,,,,,,,500,
2009,"1103000502",149,7,54,1,100,,,,,,,100,
2009,"1103000502",147,7,1,1,2400,,,,,,,2400,
2009,"1103000502",150,7,51,0.5,250,,,,,,,500,
2009,"1103000502",130,2,64,,,,,2,1000,,,,500
2009,"1103000502",138,2,66,,,,,2,400,,,,200
2009,"1103000502",113,1,1,1,1400,,,,,,,1400,
2009,"1103000502",144,1,32,,,,,1,500,,,,500
2009,"1103000502",103,2,69,,,,,1,5000,,,,5000
2009,"1103000502",122,7,56,7,14000,,,,,,,2000,
2009,"1103000502",109,1,64,1,1000,,,,,,,1000,
2009,"1103000502",125,1,32,1,300,,,,,,,300,
2009,"1103000503",102,3,68,,,,,3,24000,,,,8000
2009,"1103000503",135,3,66,3,600,,,,,,,200,
2009,"1103000503",105,4,38,,,,,4,8000,,,,2000
2009,"1103000503",144,1,32,2,1000,,,,,,,500,
2009,"1103000503",125,7,3,7,7000,,,,,,,1000,
2009,"1103000503",153,1,32,4,1200,,,,,,,300,
2009,"1103000503",113,7,1,,,,,7,7000,,,,1000
2009,"1103000503",150,7,51,1,500,,,,,,,500,
2009,"1103000503",147,7,1,1,2400,,,,,,,2400,
2009,"1103000503",138,3,66,,,,,3,600,,,,200
2009,"1103000503",136,3,85,,,,,3,600,,,,200
2009,"1103000503",121,1,85,,,,,1,15000,,,,15000
2009,"1103000503",141,3,39,,,,,1,7000,,,,7000
2009,"1103000503",107,2,38,,,,,2,4000,,,,2000
2009,"1103000503",122,2,55,2,10000,,,,,,,5000,
2009,"1103000503",127,2,4,4,1000,,,,,,,250,
2009,"1103000503",161,5,,,,,,,5000,,,,
2009,"1103000503",148,7,32,,,,,1,400,,,,400
2009,"1103000504",107,4,21,,,,,4,8000,,,,2000
2009,"1103000504",147,7,1,0.5,1200,,,,,,,2400,
2009,"1103000504",105,2,21,,,,,2,4000,,,,2000
2009,"1103000504",102,2,68,,,,,1,7000,,,,7000
2009,"1103000504",149,7,54,1,100,,,,,,,100,
2009,"1103000504",134,1,85,,,,,1,2000,,,,2000
2009,"1103000504",150,7,1,0.25,250,,,,,,,1000,
2009,"1103000504",144,3,32,,,,,3,4500,,,,1500
2009,"1103000505",122,3,55,1,1500,,,,,,,1500,
2009,"1103000505",107,7,64,4,2000,,,,,,,2000,
2009,"1103000505",138,1,66,,,,,,,1,200,200,
2009,"1103000505",156,7,83,,,,,,,7,2800,,400
2009,"1103000505",148,7,33,0.25,250,,,,,,,1000,
2009,"1103000505",112,4,85,5,1000,,,,,,,200,
2009,"1103000506",131,7,70,2,1000,,,,,,,500,
2009,"1103000506",135,7,64,3,300,,,,,,,100,
2009,"1103000506",140,2,64,1,1000,,,,,,,1000,
2009,"1103000506",114,1,42,1,1800,,,,,,,1800,
2009,"1103000506",149,7,54,1,100,,,,,,,100,
2009,"1103000506",133,1,85,2,200,,,,,,,100,
2009,"1103000506",117,2,1,1,5000,,,,,,,5000,
2009,"1103000506",147,7,1,1,2500,,,,,,,2500,
2009,"1103000506",128,2,35,2,1000,,,,,,,500,
2009,"1103000506",136,7,85,7,700,,,,,,,100,
2009,"1103000506",102,6,68,1,7000,,,,,,,7000,
2009,"1103000506",110,1,1,0.5,800,,,,,,,1600,
2009,"1103000506",130,1,85,2,200,,,,,,,100,
2009,"1103000506",122,1,55,,,,,,,1,4000,4000,
2009,"1103000506",150,7,54,0.25,100,,,,,,,400,
2009,"1103000507",134,4,85,,,,,49,4900,,,,100
2009,"1103000507",136,4,64,4,400,,,,,,,100,
2009,"1103000507",122,2,64,1,1000,,,,,,,1000,
2009,"1103000507",135,4,64,7,400,,,,,,,100,
2009,"1103000507",150,7,51,2,1000,,,,,,,500,
2009,"1103000507",153,1,32,,,3,900,,,,,300,
2009,"1103000507",141,7,32,,,,,7,6300,,,,900
2009,"1103000507",105,7,38,,,,,7,14000,,,,2000
2009,"1103000507",113,1,1,1,1000,,,,,,,1000,
2009,"1103000507",107,7,38,,,,,7,14000,,,,2000
2009,"1103000508",125,7,32,7,3500,,,,,,,500,
2009,"1103000508",127,7,4,7,2100,,,,,,,300,
2009,"1103000508",147,7,1,1.75,5250,,,,,,,3000,
2009,"1103000508",136,7,85,7,1400,,,,,,,200,
2009,"1103000508",102,2,68,1,4000,,,,,,,4000,
2009,"1103000508",150,7,1,0.25,250,,,,,,,1000,
2009,"1103000508",135,7,64,7,700,,,,,,,100,
2009,"1103000508",131,2,70,2,1000,,,,,,,500,
2009,"1103000508",107,1,64,,,,,2,2000,,,,1000
2009,"1103000508",153,5,33,,,5,5000,,,5,5000,1000,
2009,"1103000508",141,1,1,1,1900,,,,,,,1900,
2009,"1103000508",144,7,1,1.75,7000,,,,,,,4000,
2009,"1103000508",113,7,1,3.5,3850,,,,,,,1100,
2009,"1103000508",105,3,64,1,1000,,,6,6000,,,1000,1000
2009,"1103000509",158,3,26,3,1800,,,,,,,,600
2009,"1103000509",157,3,,,6000,,,,,,,,
2009,"1103000509",150,7,51,0.5,250,,,,,,,500,
2009,"1103000509",110,1,1,1,2000,,,,,,,2000,
2009,"1103000509",131,2,70,2,1000,,,,,,,500,
2009,"1103000509",135,7,64,7,700,,,,,,,100,
2009,"1103000509",144,1,1,0.5,1000,,,,,,,2000,
2009,"1103000509",114,1,41,1,2500,,,,,,,2500,
2009,"1103000509",123,1,55,1,2000,,,,,,,2000,
2009,"1103000509",147,7,1,2,5000,,,,,,,2500,
2009,"1103000509",153,3,24,7,14000,,,,,,,2000,
2009,"1103000509",149,7,54,1,100,,,,,,,100,
2009,"1103000509",141,2,1,1,1800,,,,,,,1800,
2009,"1103000509",105,2,64,,,,,2,2000,,,,1000
2009,"1103000509",107,1,64,,,,,1,1000,,,,1000
2009,"1103000509",118,2,1,1,4000,,,,,,,4000,
2009,"1103000509",136,7,85,14,1400,,,,,,,100,
2009,"1103000509",101,4,67,,,,,1,10000,,,,10000
2009,"1103000509",151,4,26,6,3600,,,,,,,600,
2009,"1103000509",122,2,55,6,3000,,,,,,,500,
2009,"1103000510",113,5,1,2.5,2500,,,,,,,1000,
2009,"1103000510",149,7,54,1,100,,,,,,,100,
2009,"1103000510",150,7,1,0.25,250,,,,,,,1000,
2009,"1103000510",155,1,54,2,2000,,,,,,,1000,
2009,"1103000510",108,1,1,,,,,0.5,250,,,,500
2009,"1103000510",147,7,1,1.5,4500,,,,,,,3000,
2009,"1103000510",141,2,32,,,,,1,700,,,,700
2009,"1103000510",153,7,32,4,1200,,,,,10,3000,300,300
2009,"1103000510",103,7,69,,,,,2,2000,,,,1000
2009,"1103000510",122,4,64,,,,,,,4,4000,1000,
2009,"1103000510",107,7,39,,,,,1,1000,,,,1000
2009,"1103000510",157,4,,,,,4000,,,,,,
2009,"1103000510",138,3,66,,,,,6,1200,,,,200
2009,"1103000702",122,2,85,2,600,,,,,,,300,
2009,"1103000702",117,1,1,0.5,1500,,,,,,,3000,
2009,"1103000702",147,7,1,0.5,1200,,,,,,,2400,
2009,"1103000702",127,4,4,7,700,,,,,,,100,
2009,"1103000702",131,1,70,1,500,,,,,,,500,
2009,"1103000702",105,2,64,,,,,1,1000,,,,1000
2009,"1103000702",150,7,51,0.25,100,,,,,,,400,
2009,"1103000702",151,2,26,2,1400,,,,,,,700,
2009,"1103000702",123,2,85,5,1000,,,,,,,200,
2009,"1103000702",136,7,64,7,700,,,,,,,100,
2009,"1103000702",140,3,64,,,,,4,4000,,,,1000
2009,"1103000702",102,6,68,,,,,,,2,4000,2000,
2009,"1103000702",119,1,1,0.5,1500,,,,,,,3000,
2009,"1103000702",107,4,64,,,,,2,2000,,,,1000
2009,"1103000703",137,1,64,,,,,1,500,,,,500
2009,"1103000703",149,7,53,1,300,,,,,,,300,
2009,"1103000703",150,7,51,1,250,,,,,,,250,
2009,"1103000703",113,1,1,,,,,1.5,1350,,,,1350
2009,"1103000703",105,1,39,,,,,1,2000,,,,2000
2009,"1103000703",135,1,64,,,,,1,400,,,,400
2009,"1103000703",141,1,1,,,,,0.5,750,,,,1500
2009,"1103000703",136,1,64,,,,,1,300,,,,300
2009,"1103000703",127,1,4,1,300,,,,,,,300,
2009,"1103000703",102,1,68,,,,,1,1500,,,,1500
2009,"1103000704",113,1,1,1,1600,,,,,,,1600,
2009,"1103000704",135,1,64,1,400,,,,,,,400,
2009,"1103000704",137,1,85,2,500,,,,,,,250,
2009,"1103000704",147,2,1,0.5,1000,,,,,,,2000,
2009,"1103000704",105,2,64,,,,,2,2000,,,,1000
2009,"1103000704",136,1,64,1,300,,,,,,,300,
2009,"1103000704",149,1,53,1,400,,,,,,,400,
2009,"1103000704",140,2,64,,,,,2,2400,,,,1200
2009,"1103000704",102,3,68,,,,,1,7000,,,,7000
2009,"1103000704",150,1,51,1,250,,,,,,,250,
2009,"1103000704",127,1,4,1,300,,,,,,,300,
2009,"1103000705",140,4,66,,,,,4,2400,,,,600
2009,"1103000705",127,4,26,1,1300,,,,,,,1300,
2009,"1103000705",131,2,69,,,,,1,1000,,,,1000
2009,"1103000705",125,7,3,7,2800,,,,,,,400,
2009,"1103000705",138,1,66,,,,,1,200,,,,200
2009,"1103000705",147,7,1,0.5,1300,,,,,,,2600,
2009,"1103000705",135,7,39,,,,,1,3000,,,,3000
2009,"1103000705",122,2,56,2,1500,,,,,,,750,
2009,"1103000705",109,1,39,,,,,1,1500,,,,1500
2009,"1103000705",107,1,40,,,,,1,2000,,,,2000
2009,"1103000705",101,4,67,,,,,2,8000,,,,4000
2009,"1103000705",128,1,35,1,400,,,,,,,400,
2009,"1103000705",149,7,54,1,300,,,,,,,300,
2009,"1103000705",136,7,64,1,1000,,,,,,,1000,
2009,"1103000705",145,1,40,,,,,1,1000,,,,1000
2009,"1103000705",113,2,1,3,4200,,,,,,,1400,
2009,"1103000705",150,7,51,1,300,,,,,,,300,
2009,"1103000705",117,1,1,1,3000,,,,,,,3000,
2009,"1103000706",147,7,1,0.75,1950,,,,,,,2600,
2009,"1103000706",125,7,3,3.5,1400,,,,,,,400,
2009,"1103000706",136,3,85,3,300,,,,,,,100,
2009,"1103000706",113,1,1,0.5,700,,,,,,,1400,
2009,"1103000706",109,2,64,,,,,2,2000,,,,1000
2009,"1103000706",146,1,33,,,,,1,500,,,,500
2009,"1103000706",124,4,85,4,800,,,,,,,200,
2009,"1103000706",149,7,54,1,100,,,,,,,100,
2009,"1103000706",127,2,4,2,300,,,,,,,150,
2009,"1103000706",140,4,1,,,,,2,1600,,,,800
2009,"1103000706",151,1,26,1,700,,,,,,,700,
2009,"1103000706",150,7,1,0.5,350,,,,,,,700,
2009,"1103000706",110,1,1,0.5,1200,,,,,,,2400,
2009,"1103000706",107,2,64,,,,,2,2000,,,,1000
2009,"1103000706",138,7,66,,,,,,,,,,
2009,"1103000706",102,7,68,,,,,2,8000,,,,4000
2009,"1103000706",132,7,85,,,,,14,1400,,,,100
2009,"1103000706",114,3,45,7,700,,,,,,,100,
2009,"1103000706",122,1,55,1,1000,,,,,,,1000,
2009,"1103000706",135,7,66,,,,,1,500,,,,500
2009,"1103000708",149,2,54,1,50,,,,,,,50,
2009,"1103000708",147,3,1,0.75,1950,,,,,,,2600,
2009,"1103000708",135,7,64,1,500,,,,,,,500,
2009,"1103000708",136,7,85,7,1400,,,,,,,200,
2009,"1103000708",150,7,52,1,350,,,,,,,350,
2009,"1103000708",109,5,64,2,2000,,,,,,,1000,
2009,"1103000708",103,1,69,1,3000,,,,,,,3000,
2009,"1103000708",127,2,4,8,400,,,,,,,50,
2009,"1103000708",140,7,1,,,,,10.5,10500,,,,1000
2009,"1103000708",131,1,70,1,500,,,,,,,500,
2009,"1103000708",113,1,1,1,1300,,,,,,,1300,
2009,"1103000708",107,2,64,2,2000,,,,,,,1000,
2009,"1103000709",113,7,1,5,6500,,,,,,,1300,
2009,"1103000709",135,7,85,,,,,1,500,,,,500
2009,"1103000709",140,7,1,2,3000,,,,,,,1500,
2009,"1103000709",129,7,31,1,700,,,,,,,700,
2009,"1103000709",125,2,32,2,400,,,,,,,200,
2009,"1103000709",136,3,64,1,500,,,,,,,500,
2009,"1103000709",109,2,40,,,,,1,2000,,,,2000
2009,"1103000709",103,7,69,,,,,2,6000,,,,3000
